PRIDE	RAW file	RAW file version	Creation date	Operator	Number of instruments	Description	Instrument model	Instrument name	Serial number	Software version	major	minor	Firmware version	Units	Mass resolution	Number of scans	Number of ms2 scans	Scan range	Time range	Mass range	Scan filter (first scan)	Scan filter (last scan)	Total number of filters	Sample name	Sample id	Sample type	Sample comment	Sample vial	Sample volume	Sample injection volume	Sample row number	Sample dilution factor	Sample barcode	Title	Repos	Species	Instrument	Publication	LabHead	Announce.Date	year	month	day	Keywords
PXD017172	.temp.raw	66	21/12/2018 15:47:09	Lumos	2		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20418	3.0.2022.16	3	0		None	0.500	143463	136666	1-143463	0-95	200-1500	FTMS + p NSI Full ms [375.0000-1500.0000]	ITMS + c NSI r d Full ms2 1061.7286@hcd30.00 [200.0000-1200.0000]	8976		1	Unknown		GA3	0	3	3	1		Identification of osteolineage cell-derived extracellular vesicle cargo implicated in hematopoietic support	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Morhayim et al. (2020)	Prof. Dr. Sander Meijer	2020-02-28	2020	02	28	Intercellular communication, hematopoietic niche, hematopoietic expansion, bone, 
PXD017196	.temp.raw	66	28/09/2019 18:08:20	FusionLumos	1		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20573	3.1.2412.25	3	1		None	0.500	105202	86372	1-105202	0-170	120-2000	FTMS + p NSI Full ms [350.0000-1300.0000]	FTMS + c NSI d Full ms2 879.6187@hcd30.00 [120.0000-1770.0000]	9294		A15	Unknown		E6	0	4	10	1		The dissociation of RQT complex on ribosome	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	Orbitrap Fusion Lumos	Matsuo et al. (2020)	Toshifumi Inada	2020-02-24	2020	02	24	Yeast, in vitro reaction, ribosome, 
PXD017202	.temp.raw	66	21/03/2019 19:33:24	Lumos	3		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20331	3.1.2412.25	3	1		None	0.500	62441	28883	1-62441	10.01-137.02	98-2000	FTMS + p NSI Full ms [375.0000-1500.0000]	FTMS + p NSI d Full ms3 1222.8885@cid35.00 1164.8020@hcd65.00 [100.0000-500.0000]	30172		RA6	Unknown		RC5	0	10	4	1		Cyclin B1-Cdk1 binds MAD1 and facilitates its release from the nuclear pore complex to ensure a robust Spindle Assembly Checkpoint	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Jackman et al. (2020)	Jyoti Choudhary	2020-06-29	2020	06	29	Human, MS3, TMT,, 
PXD017215	.temp.raw	66	10/03/2019 00:54:25	Fusion	1		Orbitrap Fusion	Orbitrap Fusion	FSN10458	3.0.2022.16	3	0		None	0.500	12576	5867	1-12576	0-56	100-2000	FTMS + p NSI Full ms [350.0000-1700.0000]	FTMS + p NSI Full ms [350.0000-1700.0000]	2761		1	Unknown		C5	0	2	5	1		A novel polyubiquitin chain linkage formed by viral Ubiquitin resists cleavage by deubiquitinating enzymes	PRIDE	Bombyx mori (Silk moth)	Orbitrap Fusion	Negi et al. (2020)	Dr. Ranabir Das	2020-06-27	2020	06	27	NMR, Ubiquitination, DUBs, Proteasomal degradation, Isopeptide bond, LC-MS, 
PXD017223	.temp.raw	66	01/11/2017 21:02:16	Orbitrap_Lumos	1		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20248	3.0.2022.16	3	0		None	0.500	115015	55335	1-115015	0.01-180.01	50-2000	FTMS + p NSI Full ms [197.0777-1500.0000]	FTMS + c NSI d Full ms3 892.5341@cid35.00 737.4730@hcd65.00 [100.0000-500.0000]	45908		7	Unknown		B8	0	18	3	1		Global proteomics proteasome mutants	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	Orbitrap Fusion Lumos	Peck Justice et al. (2020)	Amber L Mosley	2020-11-02	2020	11	02	Yeast, proteasome, TMT, TPP, 
PXD017238	.temp.raw	66	19/10/2019 05:20:31	Orbitrap_Lumos	4		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20105	3.0.2022.16	3	0		None	0.500	34291	14090	1-34291	0-155	100-2000	FTMS + p NSI Full ms [300.0000-1700.0000]	FTMS + p NSI Full ms [300.0000-1700.0000]	4083		1	QC		GD5	0	5	6	1		Structural Basis for CAL1-Mediated Centromere Maintenance	PRIDE	Drosophila melanogaster (Fruit fly)	Orbitrap Fusion Lumos	Medina-Pritchard et al. (2020)	Juri Rappsilber	2020-03-10	2020	03	10	CAL1/CENP-A/CENP-C/centromeres/chromosome segregation, 
PXD017275	.temp.raw	66	16/09/2018 06:14:45	Orbitrap Lumos	11		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20474	3.0.2041	3	0		None	0.500	77218	68916	1-77218	0-120	110-2000	FTMS + p ESI Full ms [197.0777-2000.0000]	FTMS + p ESI Full ms [197.0777-2000.0000]	8196			Unknown	IS in RA1 position (1ul of 100x diluted iRT stock solution)	RB1	0	10	25	1		Eudiplozoon nipponicum (Monogenea) - tissue specific proteome of parasitic worm	PRIDE	Eudiplozoon nipponicum	Orbitrap Fusion Lumos	Dataset with its publication pending	Zbyněk Zdráhal	2020-06-01	2020	06	01	LC-MSMS, Orbitrap, Lumos, microdissection, eudiplozoon, nipponicum, parasite, peptidase, inhibitor, 
PXD017317	.temp.raw	66	14/04/2018 10:21:16	proteo	4		Orbitrap Fusion	Orbitrap Fusion	FSN10234	3.0.2041	3	0		None	0.500	45404	35498	1-45404	5.02-90	120-2000	FTMS + p NSI Full ms [350.0000-1800.0000]	ITMS + c NSI r d Full ms2 438.9033@hcd35.00 [120.0000-1327.0000]	7166		24110_BissonN_NB1137	Unknown		GA7	0	5	12	1		Polypharmacological perturbation of the 14-3-3 adaptor protein interactome stimulates neurite outgrowth	PRIDE	Rattus norvegicus 	Orbitrap Fusion	Kaplan et al. (2020)	Nicolas Bisson	2020-03-30	2020	03	30	Polypharmacology, axon, 14-3-3, regeneration, Rap1, 
PXD017320	.temp.raw	66	02/11/2019 20:09:29	iLumos	3		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20283	3.0.2022.16	3	0		None	0.500	88259	71829	1-88259	0-140	110-2000	FTMS + p NSI Full ms [197.0777-1600.0000]	FTMS + p NSI Full ms [197.0777-1600.0000]	9376			Unknown		BD5	0	6	15	1		c-Rel orchestrates energy-dependant epithelial and macrophage reprogramming in fibrosis	PRIDE	Mus musculus 	Orbitrap Fusion Lumos	Dataset with its publication pending	Matthias Trost	2020-09-28	2020	09	28	Macrophage, hepatocyte, secretome, Orbitrap Fusion Lumos Tribrid mass spectrometer, 
PXD017342	.temp.raw	66	20/07/2019 05:57:44	Orbitrap Fusion	1		Orbitrap Fusion	Orbitrap Fusion	FSN10273	3.0.2022.16	3	0		None	0.500	36041	26888	1-36041	0.01-65	144-2000	FTMS + p ESI Full ms [197.0777-1550.0000]	FTMS + p ESI Full ms [197.0777-1550.0000]	5218		No913 AG Wolf Bikash SILAC Replikat 3_15	Unknown	SL	B7	0	15	29	1		Proteomics analysis with the Aurora-A PROTAC, JB170	PRIDE	Homo sapiens 	Orbitrap Fusion	Dataset with its publication pending	Elmar Wolf	2020-09-28	2020	09	28	Biomedical, MV4-11, PROTAC, Degronimid, Aurora-A, JB170, 
PXD017346	.temp.raw	66	18/08/2019 19:35:06	Thermo	1		Orbitrap Fusion	Orbitrap Fusion	SNF10152	3.1.2412.25	3	1		None	0.500	39740	18025	1-39740	0.07-90.04	98-2000	FTMS + c NSI cv=-40.00 Full ms [375.0000-1500.0000]	FTMS + c NSI cv=-60.00 d Full ms3 535.0975@cid35.00 1047.9290@hcd65.00 [100.0000-500.0000]	22814	jv_102_A5	5	Unknown		A2	0	3	2	1		Selection of Heating Temperatures Improves the Sensitivity of Proteome Integral Solubility Alteration (PISA) Assay	PRIDE	Homo sapiens 	Orbitrap Fusion	Li et al. (2020)	Steven P Gygi	2020-04-05	2020	04	05	Proteome Integral Solubility Alteration (PISA) Assay, human cell line lysate, LC-MS/MS, 
PXD017376	.temp.raw	66	02/01/2020 02:17:59	Fusion	1		Orbitrap Fusion	Orbitrap Fusion	FSN10458	3.0.2022.16	3	0		None	0.500	30693	24460	1-30693	0-59.99	100-2000	FTMS + p NSI Full ms [375.0000-1700.0000]	FTMS + p NSI Full ms [375.0000-1700.0000]	5426		1	Unknown		B2	0	2	1	1		Identification of cellular proteins binding to the 3’UTR of Programmed Cell Death 4 mRNA	PRIDE	Homo sapiens 	Orbitrap Fusion	Kumar, Poria & Ray (2020)	Professor Partho Sarothi Ray	2020-12-11	2020	12	11	RNA-protein interaction, RNA-binding protein, 3’ untranslated region, programmed cell death 4, Mass Spectrometry, 
PXD017385	.temp.raw	66	01/06/2019 17:03:51	Lumos	1		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20611	3.1.2412.25	3	1		None	0.500	37884	19240	1-37884	0.01-120	105-2000	FTMS + c NSI Full ms [400.0000-1400.0000]	FTMS + c NSI Full ms [400.0000-1400.0000]	9772	qy_agingMice_lung_A1	1	Unknown		E1	0	1	0	1		Sample multiplexing for targeted pathway proteomics: application to aging mice	PRIDE	Mus musculus 	Orbitrap Fusion Lumos	Yu et al. (2020)	Steven P Gygi	2020-04-26	2020	04	26	targeted pathway proteomics, tissue-specific aging, isobaric labeling, real-time instrument control, Tomahto, 
PXD017391	.temp.raw	66	31/08/2019 19:29:11	Orbitrap Lumos	2		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20548-V295-V0034	3.1.2412.25	3	1		None	0.500	126332	118994	1-126332	0-120	140-2000	FTMS + p NSI Full ms [350.0000-1400.0000]	FTMS + p NSI Full ms [350.0000-1400.0000]	9903		14	Unknown		RC5	0	3	16	1		Macrophage development and activation involve coordinated intron retention in key inflammatory regulators	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Green et al. (2020)	Dr Mark Larance	2020-05-27	2020	05	27	Macrophage, monocyte, human, 
PXD017417	.temp.raw	66	08/08/2019 04:37:59	coon-autologon	2		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN2021	3.1.2412.25	3	1		None	0.500	17618	7131	1-17618	0-70	142-2000	FTMS + p NSI Full ms [300.0000-1750.0000]	FTMS + p NSI Full ms [300.0000-1750.0000]	2880		RA5	Unknown		RB3	0	4	3	1		Mapping physiological ADP-ribosylation using Activated Ion Electron Transfer Dissociation (AI-ETD)	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Buch-Larsen et al. (2020)	Michael Lund Nielsen	2020-09-23	2020	09	23	ADP-ribosylation, ADPr, post-translational modification, PTM, activated ion electron transfer dissociation, AI-ETD, PARP, 
PXD017425	.temp.raw	66	10/01/2019 16:42:46	Orbitrap Fusion	3		Orbitrap Fusion	Orbitrap Fusion	FSN10150	3.0.2041	3	0		None	0.500	54849	41766	1-54849	0-110	105-2000	FTMS + p NSI Full ms [400.0000-1500.0000]	FTMS + p NSI Full ms [400.0000-1500.0000]	7574		1	Blank		RD1	0	5	0	1		Transferrin receptor is a specific ferroptosis marker	PRIDE	Homo sapiens 	Orbitrap Fusion	Feng et al. (2020)	Brent R. Stockwell	2020-03-10	2020	03	10	Antigen, Ferroptosis, IP-MSMS, 
PXD017476	.temp.raw	66	13/04/2018 23:28:10	Thermo Scientific	1		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20444	3.0.2041	3	0		None	0.500	88361	84701	1-88361	0-135.01	110-2000	FTMS + p NSI Full ms [350.0000-1650.0000]	FTMS + p NSI d Full ms2 1228.5432@hcd28.00 [110.0000-2000.0000]	9923	blank	6	Unknown		f7	0	3	29	1		Quantitative phosphoproteomics for nocodazole treated cells measured by Lumos DIA	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Wang et al. (2020)	Yansheng Liu	2020-06-07	2020	06	07	U2OS cells, Nocodazle, Cell cycle, Phosphoproteomics, DIA, Lumos, 
PXD017496	.temp.raw	66	12/07/2019 01:22:35	Thermo Scientific	1		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20444	3.1.2412.25	3	1		None	0.500	107712	104543	1-107712	0-150.04	200-1800	FTMS + p NSI Full ms [350.0000-1650.0000]	FTMS + p NSI Full ms2 1392.1250@hcd28.00 [200.0000-1800.0000]	34	blank	12	Unknown		f6	0	2	3	1		Global and site-specific effect of phosphorylation on protein turnover	PRIDE	Rattus norvegicus , Homo sapiens 	Orbitrap Fusion Lumos	Dataset with its publication pending	Yansheng Liu	2020-11-17	2020	11	17	Cell line, Phosphoproteomics, Turnover, DIA, Lumos, 
PXD017505	.temp.raw	66	20/12/2019 12:00:36	svc-map	1		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20477	3.1.2412.25	3	1		None	0.500	184980	177671	1-184980	0-120	110-2000	FTMS + p NSI Full ms [350.0000-2000.0000]	ITMS + c NSI t d Full ms2 746.9706@hcd28.00 [110.0000-1504.0000]	16699		1	Unknown		D1	0	4	1	1		Autofluorescence positive and negative microglia constitute novel subsets found in healthy brain.	PRIDE	Mus musculus 	Orbitrap Fusion Lumos	Burns et al. (2020)	Dirk Walther	2020-06-26	2020	06	26	microglia, autofluorescence, aging, lipofuscin, storage-bodies, autophagy, 
PXD017582	.temp.raw	66	17/11/2017 08:35:27	lumos04	3		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20250	3.0.1911	3	0		None	0.500	225636	218106	1-225636	0-119.99	200-1350	FTMS + p NSI Full ms [300.0000-1350.0000]	ITMS + c NSI r d Full ms2 1160.0847@hcd25.00 [200.0000-1200.0000]	13952		1	Unknown		BD4	0	2	9	1		Proteomic studies of Escherichia coli CFT073 and MG1655	PRIDE	Escherichia coli	Orbitrap Fusion Lumos	Banerjee et al. (2020)	Joshua J Coon	2020-05-26	2020	05	26	Fur, RyhB, iron regulation, CFT073, UPEC, ppGpp, metabolic adaptation, Sigma S, 
PXD017585	.temp.raw	66	27/07/2019 04:05:28	Orbitrap Fusion	5		Orbitrap Fusion	Orbitrap Fusion	FSN10187	3.0.2041	3	0		None	0.500	7660	863	1-7660	0-59.99	120-2000	FTMS + p NSI Full ms [350.0000-1500.0000]	FTMS + p NSI Full ms [350.0000-1500.0000]	413		1	Unknown		GF2	0	1	18	1		MicroRNA-host gene lncRNA regulates the cell cycle re-entry post cellular quiescence	PRIDE	Homo sapiens 	Orbitrap Fusion	Sun et al. (2020)	Lisa M. Jenkins	2020-09-06	2020	09	06	miR-222, quiescence, cell cycle, lncRNA, 
PXD017605	.temp.raw	66	02/12/2018 09:18:38	Orbitrap_Lumos	2		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20306	3.0.2041	3	0		None	0.500	55112	48040	1-55112	0-134	100-2000	FTMS + p NSI Full ms [197.0777-1400.0000]	FTMS + p NSI Full ms [197.0777-1400.0000]	5282		1	Unknown		RE8	0	1	1	1		SWATH proteome for the coral reef fish, Acanthochromis polyacanthus, under ocean acidification and ocean warming	PRIDE	Acanthochromis polyacanthus	Orbitrap Fusion Lumos	Monroe et al. (2020)	Timothy Ravasi	2020-03-19	2020	03	19	SWATH, spectral library, fish, coral reef, differential expression, proteome, 
PXD017619	.temp.raw	66	22/11/2018 22:47:31	Orbitrap Fusion	3		Orbitrap Fusion	Orbitrap Fusion	FSN10194	3.0.2041	3	0		None	0.500	21023	16875	1-21023	0-60	120-2000	FTMS + p NSI Full ms [375.0000-1575.0000]	ITMS + c NSI r d Full ms2 892.6829@hcd33.00 [120.0000-1796.0000]	4871		Blank8	Unknown		GA6	0	3	15	1		Real-time dynamics of Plasmodium Ndc80 reveals unusual modes of chromosome segregation during parasite proliferative stages	PRIDE	Plasmodium berghei ANKA	Orbitrap Fusion	Zeeshan et al. (2020)	Dr. Rita Tewari	2020-06-09	2020	06	09	Malaria, Plasmodium, Ndc80, chromosome segregation, parasite, proliferation, Warwick-RTP, 
PXD017622	.temp.raw	66	23/11/2018 03:19:23	Orbitrap Fusion	3		Orbitrap Fusion	Orbitrap Fusion	FSN10194	3.0.2041	3	0		None	0.500	19950	15663	1-19950	0-60.01	120-2000	FTMS + p NSI Full ms [375.0000-1575.0000]	ITMS + c NSI r d Full ms2 1233.0637@hcd33.00 [120.0000-2000.0000]	4638		Blank10	Unknown		GA8	0	3	21	1		A divergent cyclin/cyclin-dependent kinase complex controls the atypical replication of Plasmodium berghei during gametogony and parasite transmission.	PRIDE	Plasmodium berghei ANKA	Orbitrap Fusion	Dataset with its publication pending	Dr. Rita Tewari	2020-06-16	2020	06	16	Malaria, Plasmodium, Cyclin, Cyclin-Dependent, kinase, parasite, Warwick-RTP, 
PXD017642	.temp.raw	66	06/08/2018 05:20:44	Orbitrap Fusion	4		Orbitrap Fusion	Orbitrap Fusion	FSN10260	3.0.2041	3	0		None	0.500	79500	60140	1-79500	10.01-135	110-2000	FTMS + p NSI Full ms [375.0000-1500.0000]	ITMS + c NSI r d Full ms2 1197.6371@hcd30.00 [110.0000-2000.0000]	7331		1	Unknown		RC5	0	5	35	1		Interactome analysis of FAM50A via affinity purification coupled to mass spectrometry	PRIDE	Homo sapiens 	Orbitrap Fusion	Lee et al. (2020)	Jyoti Choudhary	2020-05-07	2020	05	07	Streptavidin affinity purification, FAM50A, protein interactions, nanoLC-MS/MS, 
PXD017646	.temp.raw	66	19/09/2019 05:36:31	Orbitrap Fusion	3		Orbitrap Fusion	Orbitrap Fusion	FSN10189	3.0.2041	3	0		None	0.500	25194	21133	1-25194	0-90	100-4000	FTMS + p NSI Full ms [500.0000-1800.0000]	FTMS + p NSI Full ms [500.0000-1800.0000]	9563		RA1	Unknown		RE7	0	1	10	1		Optimal Dissociation Methods Differ for N- and O-glycopeptides	PRIDE	Bos taurus , Homo sapiens 	Orbitrap Fusion	Riley et al. (2020)	Carolyn Bertozzi	2020-07-19	2020	07	19	glycoproteomics, N-glycopeptides, O-glycopeptides, sceHCD, ETD, EThcD, 
PXD017650	.temp.raw	66	06/10/2019 13:50:37	Lumos	3		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20405	3.1.2412.25	3	1		None	0.500	42227	38894	1-42227	0-75	100-2000	FTMS + p NSI Full ms [375.0000-1600.0000]	FTMS + p NSI Full ms [375.0000-1600.0000]	9053			Unknown		RG3	0	5	46	1		A systematic, label-free method for identifying RNA-associated proteins in vivo provides insights into vertebrate ciliary beating - RNA DIF-FRAC Xenopus laevis Animal Cap explants Replicate 2	PRIDE	Xenopus laevis (African clawed frog)	Orbitrap Fusion Lumos	Drew et al. (2020)	Edward Marcotte	2020-03-10	2020	03	10	RNA DIF-FRAC, ribonucleoprotein complex, differential fractionation, Xenopus laevis, animal cap explant, 
PXD017654	.temp.raw	66	01/01/2020 18:32:17	Orbitrap Lumos	1		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20506	3.1.2412.25	3	1		None	0.500	46793	41108	1-46793	0-60.01	110-2000	FTMS + p NSI Full ms [350.0000-1500.0000]	FTMS + c NSI d Full ms2 521.4572@hcd30.00 [110.0000-1575.0000]	3985		1	QC		C1	0	1	0	1		Proteomics analysis of Hypsizygus marmoreus	PRIDE	Hypsizygus marmoreus	Orbitrap Fusion Lumos	Dataset with its publication pending	Hao Yu	2020-12-14	2020	12	14	Proteomics, lable-free, Hypsizygus marmoreus, 
PXD017695	.temp.raw	66	22/12/2017 23:14:46	Orbitrap_Lumos	4		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20113	3.0.2041	3	0		None	0.500	33422	18703	1-33422	0-118.99	100-2000	FTMS + p NSI Full ms [400.0000-1600.0000]	FTMS + p NSI Full ms [400.0000-1600.0000]	4021		13	Unknown		RA10	0	1	0	1		In-cell architecture of an active transcription-translation complex	PRIDE	Mycoplasma pneumoniae M129	Orbitrap Fusion Lumos	Dataset with its publication pending	Juri Rappsilber	2020-07-29	2020	07	29	Crosslinking-MS, CX-MS, CLMS, XL-MS, Mycoplasma Pneumoniae, DSS, 
PXD017711	.temp.raw	66	28/07/2018 11:56:26	Orbitrap_Lumos	4		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20113	3.0.2041	3	0		None	0.500	38203	27756	1-38203	0-119	120-2000	FTMS + p NSI Full ms [400.0000-1450.0000]	FTMS + p NSI Full ms [400.0000-1450.0000]	4391		14	Unknown		BG6	0	2.5	13	1		In-cell architecture of an active transcription-translation complex	PRIDE	Mycoplasma pneumoniae M129	Orbitrap Fusion Lumos	Dataset with its publication pending	Juri Rappsilber	2020-07-29	2020	07	29	Crosslinking-MS, CX-MS, CLMS, XL-MS, Mycoplasma Pneumoniae, DSS, 
PXD017740	.temp.raw	66	21/05/2018 21:03:43	Orbitrap_Lumos	3		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20184	3.0.2041	3	0		None	0.500	12277	30	1-12277	0-79.96	110-2000	FTMS + p ESI Full ms [350.0000-1500.0000]	FTMS + p ESI Full ms [350.0000-1500.0000]	25		1	Unknown		RB1	0	5	0	1		A proteomic architectural landscape of the healthy and aging human intervertebral disc	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Tam et al. (2020)	Danny Chan	2021-01-29	2021	01	29	Intervertebral disc, proteomics, aging, 
PXD017743	.temp.raw	66	20/10/2019 12:56:17	Orbitrap Lumos	1		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20605	3.1.2412.24	3	1		None	0.500	54704	24939	1-54704	0-120.01	98-2000	FTMS + p NSI cv=-40.00 Full ms [375.0000-1375.0000]	FTMS + p NSI cv=-40.00 d Full ms3 853.0745@cid35.00 410.5680@hcd65.00 [100.0000-500.0000]	29595		3278 FAIMS long grad #17	Unknown	Picofrit P195 35cmX75um; NanoViper 2cmX100um SN10931922	F5	0	4	16	1		Molecular profiling of driver events in metastatic uveal melanoma	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Karlsson et al. (2020)	Carina Sihlbom	2020-03-18	2020	03	18	uveal melanoma, metastasis, BAP1, 
PXD017768	.temp.raw	66	21/01/2019 10:49:50	Orbitrap Fusion	3		Orbitrap Fusion	Orbitrap Fusion	EXRFSN10361	3.0.2022.16	3	0		None	0.500	66108	49811	1-66108	0-188	110-2000	FTMS + p NSI Full ms [375.0000-1500.0000]	FTMS + p NSI Full ms [375.0000-1500.0000]	10188			Unknown	Latte in 30ul - dil 1:5 - 4ul latte + 16ul 0.1%FA - inj6ul - ES802	BC4	0	6	12	1		Impact of subclinical intramammary infection by coagulase-negative staphylococci on the bovine milk peptidome	PRIDE	Bos taurus 	Orbitrap Fusion	Addis et al. (2020)	elisa maffioli	2020-07-16	2020	07	16	peptidomics,Subclinical mastitis, coagulase-negative staphylococci, LC-MS/MS, 
PXD017823	.temp.raw	66	19/12/2018 20:11:12	Orbitrap_Lumos	1		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20154	3.1.2412.17	3	1		None	0.500	37879	28109	1-37879	0-90	105-2000	FTMS + c NSI Full ms [400.0000-1400.0000]	ITMS + c NSI t d Full ms2 429.7916@cid35.00 [113.0000-870.0000]	11393	qy_3cell_2_A5	A1	Unknown		D3	0	2	0	1		Full-featured, real-time database searching platform enables fast and accurate multiplexed quantitative proteomics.	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	Schweppe et al. (2020)	Steven Gygi	2020-04-09	2020	04	09	multiplexed, real-time search, Orbiter, 
PXD017832	.temp.raw	66	11/02/2020 20:00:10	Orbitrap_Lumos	4		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20148	3.3.2782.32	3	3		None	0.500	27413	20476	1-27413	0-65	81-2000	FTMS + p NSI Full ms [350.0000-1800.0000]	FTMS + p NSI Full ms [350.0000-1800.0000]	6001		1	Unknown		GC4	0	6	30	1		Glycosylation analysis of pgl enzyme from C fetus in ecoli	PRIDE	Campylobacter jejuni	Orbitrap Fusion Lumos	Duma et al. (2020)	Christine Szymanski	2020-05-25	2020	05	25	LC-MS, glycosylation, Campylobacter, 
PXD017851	.temp.raw	66	24/02/2019 00:43:10	Thermo	1		Orbitrap Fusion	Orbitrap Fusion	SNF10152	3.1.2412.14	3	1		None	0.500	174469	159496	1-174469	0.01-180	105-2000	FTMS + c NSI Full ms [400.0000-1400.0000]	FTMS + c NSI Full ms [400.0000-1400.0000]	21512	HA-8-63_3	5	Unknown		B3	0	2	2	1		HEK293T cell proteome remodeling upon Torin1 treatment or amino acid withdraw in WT and RPS3-Halo knock-in cells with or without NUFIP1 deletion. Related to Supplementary Table 5 from An et al (2020)	PRIDE	Homo sapiens 	Orbitrap Fusion	An et al. (2020)	Wade Harper	2020-04-29	2020	04	29	Human, Proteome, LC-MSMS, 
PXD017852	.temp.raw	66	10/05/2018 02:57:28	Orbitrap_Lumos	1		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20153	3.0.2041	3	0		None	0.500	68266	29532	1-68266	0-150	105-2000	FTMS + c NSI Full ms [350.0000-1400.0000]	FTMS + c NSI Full ms [350.0000-1400.0000]	34936	HA-6-74-2-04	Sample048	Unknown		a4	0	1	3	0		HEK293 cell proteome remodeling upon Torin1 treatment or amino acid withdraw. Related to Supplementary Table 1 from An et al (2020)	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	10.1038/s41586-020-2446-y; null	Wade Harper	2020-07-02	2020	07	02	Human, Proteome, LC-MSMS, 
PXD017855	.temp.raw	66	15/10/2018 20:51:39	Orbitrap_Lumos	1		Orbitrap Fusion Lumos	Orbitrap Fusion Lumos	FSN20153	3.1.2412.17	3	1		None	0.500	43878	20605	1-43878	0-120	105-2000	FTMS + c NSI Full ms [400.0000-1400.0000]	FTMS + c NSI Full ms [400.0000-1400.0000]	25169	HA_7_48_Phos5	Sample048	Unknown		A5	0	4	4	0		HEK293T cell nuclear & cytosolic phospho-proteome remodelling upon amino acid withdrawal. Related to Supplementary Table 4 from An et al (2020)	PRIDE	Homo sapiens 	Orbitrap Fusion Lumos	An et al. (2020)	Wade Harper	2020-04-29	2020	04	29	Human, Phospho, Cytosolic Nuclear Fractionation, LC-MSMS, 
