Dataset Identifier	Title	Repos	Species	Instrument	Publication	LabHead	Announce Date	Keywords
PXD002377	The response of Chlamydomonas reinhardtii to nitrogen deprivation: a systems biology analysis	PRIDE	Chlamydomonas reinhardtii	LTQ Orbitrap Velos	Park et al. (2015)	Leslie M. Hicks	2015-06-17	Biological, proteomics, Chlamydomonas reinhardtii, systems biology, nitrogen deprivation, technical advance, 
PXD002006	Changes in proteome upon mTOR activation	PRIDE	Mus musculus 	LTQ Orbitrap Velos	Chang et al. (2015)	Jeongsik Yong	2015-06-16	Biomedical, Biological, alternative polyadenylation, mTOR, 3'UTR shortening, ubiquitin-mediated proteolysis, 
PXD002045	CPTAC proteomic analysis of TCGA colon and rectal carcinomas using standard and customized databases, part 5	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Slebos et al. (2015)	Daniel C. Liebler, Ph.D.	2015-06-16	CPTAC Consortium, Biomedical, Highlighted, CPTAC CPTAC-TCGA_Colorectal_Cancer CPTAC-VU, 
PXD002043	CPTAC proteomic analysis of TCGA colon and rectal carcinomas using standard and customized databases, part 3	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Slebos et al. (2015)	Daniel C. Liebler, Ph.D.	2015-06-16	CPTAC Consortium, Biomedical, Highlighted, CPTAC CPTAC-TCGA_Colorectal_Cancer CPTAC-VU, 
PXD002042	CPTAC proteomic analysis of TCGA colon and rectal carcinomas using standard and customized databases, part 2	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Slebos et al. (2015)	Daniel C. Liebler, Ph.D.	2015-06-16	CPTAC Consortium, Biomedical, Highlighted, CPTAC CPTAC-TCGA_Colorectal_Cancer CPTAC-VU, 
PXD002319	Panorama of ancient metazoan macromolecular complexes: Caenorhabditis elegans	PRIDE	Caenorhabditis elegans	LTQ XL; LTQ Orbitrap Velos	Wan et al. (2015); Phanse et al. (2016)	Andrew Emili	2015-06-15	Biological, Metazoan, conservation, biofractionation, across species, LC-MSMS, 
PXD002041	CPTAC proteomic analysis of TCGA colon and rectal carcinomas using standard and customized databases, part 1	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Slebos et al. (2015)	Daniel C. Liebler, Ph.D.	2015-06-15	CPTAC Consortium, Biomedical, Highlighted, CPTAC CPTAC-TCGA_Colorectal_Cancer CPTAC-VU, 
PXD002180	Architecture of a host-parasite interface: complex targeting mechanisms revealed through proteomics	PRIDE	Trypanosoma brucei	LTQ Orbitrap Velos	Gadelha et al. (2015)	Catarina Gadelha	2015-06-15	Biological, Trypanosoma brucei, surfeome, cell surface proteome, plasma membrane, VSG, ESAG, 
PXD001901	Dynamic proteomic profiling of extra-embryonic endoderm differentiation in mouse embryonic stem cells	PRIDE	Mus musculus 	LTQ Orbitrap Velos	Mulvey et al. (2015)	Kathryn Lilley	2015-06-13	Biomedical, Biological, Differentiation, Extra-embryonic Endoderm (XEN) stem cells, Pluripotency, Quantitative Proteomics, Tandem Mass Tags (TMT), 
PXD002050	CPTAC proteomic analysis of TCGA colon and rectal carcinomas using standard and customized databases, part 10	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Slebos et al. (2015)	Daniel C. Liebler, Ph.D.	2015-06-13	CPTAC Consortium, Biomedical, Highlighted, CPTAC CPTAC-TCGA_Colorectal_Cancer CPTAC-VU, 
PXD002049	CPTAC proteomic analysis of TCGA colon and rectal carcinomas using standard and customized databases, part 9	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Slebos et al. (2015)	Daniel C. Liebler, Ph.D.	2015-06-12	CPTAC Consortium, Biomedical, Highlighted, CPTAC CPTAC-TCGA_Colorectal_Cancer CPTAC-VU, 
PXD002048	CPTAC proteomic analysis of TCGA colon and rectal carcinomas using standard and customized databases, part 8	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Slebos et al. (2015)	Daniel C. Liebler, Ph.D.	2015-06-12	CPTAC Consortium, Biomedical, Highlighted, CPTAC CPTAC-TCGA_Colorectal_Cancer CPTAC-VU, 
PXD002360	Calu-3 lipidome response to an infectious clone of Middle Eastern Respiratory Syndrome coronavirus	MassIVE	Homo sapiens, Human Calu-3 cell	LTQ Orbitrap Velos	Dataset with its publication pending	Yoshihiro Kawaoka, Ralph Baric, Katrina Waters, Richard Smith and Thomas Metz	2015-06-12	omics, proteomics, MERS-CoV, 
PXD002358	Calu-3 proteome response to an infectious clone of Middle Eastern Respiratory Syndrome coronavirus	MassIVE	Homo sapiens, Human Calu-3 cells	LTQ Orbitrap Velos	Dataset with its publication pending	Yoshihiro Kawaoka, Ralph Baric, Katrina Waters, Richard Smith and Thomas Metz	2015-06-12	omics, proteomics, MERS-CoV, 
PXD002047	CPTAC proteomic analysis of TCGA colon and rectal carcinomas using standard and customized databases, part 7	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Slebos et al. (2015)	Daniel C. Liebler, Ph.D.	2015-06-12	CPTAC Consortium, Biomedical, Highlighted, CPTAC CPTAC-TCGA_Colorectal_Cancer CPTAC-VU, 
PXD002046	CPTAC proteomic analysis of TCGA colon and rectal carcinomas using standard and customized databases, part 6	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Slebos et al. (2015)	Daniel C. Liebler, Ph.D.	2015-06-12	CPTAC Consortium, Biomedical, Highlighted, CPTAC CPTAC-TCGA_Colorectal_Cancer CPTAC-VU, 
PXD002044	CPTAC proteomic analysis of TCGA colon and rectal carcinomas using standard and customized databases, part 4	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Slebos et al. (2015)	Daniel C. Liebler, Ph.D.	2015-06-11	CPTAC Consortium, Biomedical, Highlighted, CPTAC CPTAC-TCGA_Colorectal_Cancer CPTAC-VU, 
PXD002357	Mouse dendritic cell lipidome response to wild-type West Nile virus (WNV-NY)	MassIVE	Mus musculus	LTQ Orbitrap Velos	Dataset with its publication pending	Yoshihiro Kawaoka, Michael Diamond, Katrina Waters, Richard Smith and Thomas Metz	2015-06-11	omics, proteomics, West Nile virus, 
PXD002355	Mouse dendritic cell proteome response to wild-type West Nile virus (WNV-NY)	MassIVE	Mus musculus	LTQ Orbitrap Velos	Dataset with its publication pending	Yoshihiro Kawaoka, Michael Diamond, Katrina Waters, Richard Smith and Thomas Metz	2015-06-11	omics, proteomics, West Nile Virus, 
PXD002209	iTRAQ-Facilitated Proteomic Profiling of Cotton Anthers	PRIDE	Gossypium hirsutum (Upland cotton) (Gossypium mexicanum)	LTQ Orbitrap	Liu et al. (2015)	Chaoyou Pang	2015-06-11	Biological, iTRAQ, Cotton, Anther, 
PXD001564	Comparative proteomics of the ewe cerebrospinal fluid under long or short photoperiod	PRIDE	Ovis aries 	LTQ Orbitrap Velos	Teixeira-Gomes et al. (2015)	Laurence Dufourny	2015-06-09	Biological, Cerebrospinal fluid, LC-MS/MS, 
PXD001450	Characterization and quantification of chicken eggshell proteins during pivotal events of shell calcification	PRIDE	Gallus gallus 	LTQ Orbitrap Velos	Marie et al. (2015)	Joel GAUTRON	2015-06-09	Biological, Chicken, eggshell, organic matrix, LC-MS/MS, proteins, quantification, 
PXD002113	C. trachomatis L2 inclusion proteome	PRIDE	Homo sapiens 	LTQ Orbitrap	Aeberhard et al. (2015)	Dagmar Heuer	2015-06-08	Biomedical, Chlamydia, trachomatis, inclusion, vacuole, compartment, LC-MS/MS, 
PXD002142	Quantitative cross-linking/mass spectrometry	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Fischer, Chen & Rappsilber (2013)	Juri Rappsilber	2015-06-08	Technical, Quantitation, Cross-linking, structual biology, protein dynamics, 
PXD001171	Human Serum LC-MS/MS	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Tsai et al. (2015)	Habtom W. Ressom	2015-06-02	Biomedical, Human, Hepatocellular carcinoma, Liver cirrhosis, Serum, LC-MS/MS, 
PXD002287	Proteome-wide analysis of lysine acetylation suggests its broad regulatory scope in Saccharomyces cerevisiae.	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	LTQ Orbitrap Velos; Q Exactive	Henriksen et al. (2012)	Chunaram Choudhary	2015-06-02	PRIME-XS Project, Biological, acetylation, yeast, rpd3, acetylome, Saccharomyces cerevisiae, 
PXD001437	N-terminal acetylome analyses reveals the substrate specificity profile of Naa50 (Nat5) and implicate NATs in influencing initiator Methionine processing	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	LTQ Orbitrap	Van Damme et al. (2015)	Petra Van Damme	2015-05-29	Biological, N-terminal acetyltransferase / N-terminomics / Nt-acetylome / Naa50 / NatE, 
PXD001428	Multiple protease based human phosphopeptide atlas	PRIDE	Homo sapiens 	Orbitrap Fusion; LTQ Orbitrap Elite	Giansanti et al. (2015)	Albert J. R. Heck,	2015-05-29	Technical, Highlighted, phosphorylation, kinase, mass spectrometry, proteases, 
PXD001432	Tcell surface analysis	PRIDE	Homo sapiens 	LTQ Orbitrap XL	Graessel et al. (2015)	Kathrin Suttner	2015-05-27	T-cells, 
PXD001399	Protein Quantification and Identification from River Bank Grape, Vitis riparia: Comparing SDS-PAGE and FASP-GPF techniques for shotgun proteomic analysis.	PRIDE	Vitis vinifera , Vitis riparia	LTQ Orbitrap Velos	George, Fennell & Haynes (2015)	Paul A Haynes	2015-05-27	Technical, Grapevine, FASP, SDS-PAGE, 
PXD001907	SuperQuant: a Data Processing Approach to Increase Quantitative Proteome Coverage	PRIDE	Homo sapiens 	Orbitrap Fusion	Gorshkov, Verano-Braga & Kjeldsen (2015)	Frank Kjeldsen	2015-05-26	Technical, LC-MSMS, HeLa, complementary ions, data processing, post-aquisition, 
PXD000754	Human Placenta profilling LTQ-OrbiTrap	PRIDE	Homo sapiens 	LTQ Orbitrap	Lee et al. (2013)Jeong et al. (2013)	Young-Ki Paik	2015-05-26	Human Proteome Project, C-HPP, Human, Placenta, Normal, 
PXD001276	Modulation of cell metabolic pathways and oxidative stress signaling contribute to acquired melphalan resistance in multiple myeloma cells	PRIDE	Homo sapiens 	LTQ Orbitrap	Zub et al. (2015)	Geir Slupphaug	2015-05-26	Biomedical, SILAC, Multiple myeloma, RPMI8226, melphalan, Warburg, metabolism, oxidative, stress, signaling, 
PXD002104	ER/PR RIME Experiments in MCF7 and T47D cell lines	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Mohammed et al. (2015)	Dr Jason Carroll	2015-05-26	Biomedical, Biological, RIME, ER, PR, Estrogen Receptor, Progesterone Receptor, 
PXD001743	AP-MS MudPIT run of Swr1 complex	MassIVE	Saccharomyces cerevisiae	LTQ Orbitrap Elite	Watanabe et al. (2015)	Michael P. Washburn, Craig L. Peterson, Thomas Walz	2015-05-22	AP-MS, MudPIT, Swr1, 
PXD001742	AP-MS MudPIT run of Ino80 complex	MassIVE	Saccharomyces cerevisiae	LTQ Orbitrap Elite	Watanabe et al. (2015)	Michael P. Washburn, Craig L. Peterson, Thomas Walz	2015-05-22	AP-MS, MudPIT, Ino80, 
PXD001825	Aquired resistance mechanisms to EGFR-specific kinase inhibitors using chemical proteomics	PRIDE	Homo sapiens 	LTQ Orbitrap	Koch et al. (2015)	Prof. Bernhard Kuster	2015-05-20	Biomedical, LC-MS/MS, kinase inhibitor, drug resistance, cancer, 
PXD000996	Proteomics analysis of cystic fluid from human cystic papillary thyroid carcinoma	PRIDE	Homo sapiens 	LTQ Orbitrap	Dinets et al. (2015)	Janne Lehtiö	2015-05-20	Biomedical, Papillary thyroid carcinoma, cystic fluid, biomarker discovery, isoelectric focusing, proximal fluid, 
PXD001449	Validation of alternatively spliced protein isoforms in human mesenchymal stem cells	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Tay et al. (2015)	Marc Wilkins	2015-05-20	Biomedical, Human, mesenchymal stem cell, LC-MS/MS, 
PXD001239	Yeast exosome: immunoprecipitation 2	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	LTQ Orbitrap Velos	Frenk, Oxley & Houseley (2014)	David Oxley	2015-05-15	Biological, yeast, exosome, meiosis, 
PXD001223	Yeast exosome: immunoprecipitation 1	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	LTQ Orbitrap Velos	Frenk, Oxley & Houseley (2014)	David Oxley	2015-05-15	Biological, yeast, exosome, meiosis, 
PXD001946	Surface Proteome Analysis of Procyclic and Bloodstream forms of Trypanosoma brucei	MassIVE	Trypanosoma brucei	LTQ Orbitrap XL; Q Exactive	Dataset with its publication pending	James Wohlschlegel	2015-05-14	surface proteome, 
PXD000941	Differences in proteasome targeting in Arabidopsis leaf mesophyll, epidermal and vascular cells	PRIDE	Arabidopsis thaliana (Mouse-ear cress)	LTQ Orbitrap XL	Svozil, Gruissem & Baerenfaller (2015)	Katja Baerenfaller	2015-05-14	Biological, ubiquitin proteasome system, Syringolin A, ubiquitylation, affinity enrichment, quantitative proteomics, Arabidopsis, leaf tissues, epidermis, vasculature, mesophyll, 
PXD000942	Differences in proteasome targeting in Arabidopsis leaf mesophyll, epidermal and vascular cells	PRIDE	Arabidopsis thaliana (Mouse-ear cress)	LTQ Orbitrap XL	Svozil, Gruissem & Baerenfaller (2015)	Katja Baerenfaller	2015-05-13	Biological, ubiquitin proteasome system, Syringolin A, ubiquitylation, affinity enrichment, quantitative proteomics, Arabidopsis, leaf tissues, epidermis, vasculature, mesophyll, 
PXD002161	Effects of daf-2 mutation, dietary restriction and age on C.elegans proteome	PRIDE	Caenorhabditis elegans	LTQ Orbitrap	Depuydt et al. (2013)Depuydt et al. (2014)	Vladislav Petyuk	2015-05-13	Biological, aging, ageing, C. elegans, LC-MS/MS, 
PXD001389	Phosphoproteome Analysis of Magnaporthe oryzae During Appressorium Development	PRIDE	Magnaporthe oryzae (Rice blast fungus) (Pyricularia oryzae)	LTQ Orbitrap	Franck et al. (2015)	Dr. Ralph Dean	2015-05-13	Biological, Magnaporthe oryzae, appressorium, phosphorylation, phosphopeptide, LC-MS/MS, phosphoproteome, 
PXD000325	QuiXoT+ project: General Statistical framework for quantitative proteomics by stable isotope labeling	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	LTQ Orbitrap; LTQ	Navarro et al. (2014)	Jesús Vázquez	2015-05-11	quantitative proteomics, stable isotope labeling, statistical analysis, yeast, 
PXD001364	Widespread Proteome Remodeling and Aggregation in Aging C. elegans	PRIDE	Caenorhabditis elegans	LTQ Orbitrap; LTQ Orbitrap Velos; LTQ Orbitrap Elite	Walther et al. (2015)	Matthias Mann	2015-05-11	Biological, Caenorhabditis elegans, Proteostasis, Aging, Protein Aggregation, 
PXD001722	Trypsin-digested whole cell lysates from Mycobacterium tuberculosis	MassIVE	Mycobacterium tuberculosis H37Rv	instrument model: Orbitrap Velos mass spectrometer	Dataset with its publication pending	Sarah Fortune	2015-05-08	Mycobacterium tuberculosis , 
PXD002148	An integrative analysis of post-translational histone modifications in the marine diatom Phaeodactylum tricornutum	PRIDE	Phaeodactylum tricornutum (strain CCAP 1055/1)	LTQ Orbitrap	Veluchamy et al. (2015)	Damarys Loew	2015-05-08	Phaeodactylum tricornutum, epigenetics, histone modifications, H3K27me3, evolution, 
PXD001672	SPPL3 cleavage of glycosyltransferases regulates their activity	PRIDE	Homo sapiens 	LTQ Orbitrap	Kuhn et al. (2015)	Prof. Dr. Stefan Lichtenthaler	2015-05-08	Biological, SPPL3, protease, substrates, SPECS, 
PXD000790	PIA - Mouse Benchmark Dataset	PRIDE	Mus musculus 	LTQ Orbitrap Elite	Uszkoreit et al. (2015)	Katrin Marcus	2015-05-08	mouse, benchmark, 
PXD000792	PIA - Yeast Gold Standard Benchmark Dataset	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	LTQ Orbitrap	Uszkoreit et al. (2015)	Katrin Marcus	2015-05-08	yeast, benchmark, 
PXD001274	Comparison of ribosomes between control and dyskerin-depleted human cells	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Penzo et al. (2015)	Christophe Bruley	2015-05-07	Biomedical, translation , ribosomes , dyskerin , nanoLC-MS/MS , label-free quantification, 
PXD000491	Proteomics reveals dynamic assembly of repair complexes during bypass of DNA cross-links part 2 of 2: AP-MS DATA (QUBIC)	PRIDE	Homo sapiens 	LTQ Orbitrap	Räschle et al. (2015)	Matthias Mann	2015-05-07	chromatin, stalled replication forks, ICL repair, DNA damage response, 
PXD000490	Proteomics reveals dynamic assembly of repair complexes during bypass of DNA cross-links, part 1 of 2: CHROMASS DATA	PRIDE	Xenopus laevis (African clawed frog)	LTQ Orbitrap; Q Exactive; LTQ Orbitrap Velos	Räschle et al. (2015)	Matthias Mann	2015-05-07	chromatin, stalled replication forks, ICL repair, DNA damage response, 
PXD001695	A double-barrel LC-MS/MS system to quantify 96 interactomes per day	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	LTQ Orbitrap; Q Exactive	Hosp et al. (2015)	Matthias Mann	2015-05-07	Technical, Saccharomyces cerevisiae, interactomics, chromatography, method development, high throughput analysis, 
PXD002117	The quantitative proteome of a human cell line	PRIDE	Homo sapiens 	LTQ Orbitrap; LTQ FT; LTQ Orbitrap Velos	Beck et al. (2011)	Alexander Schmidt	2015-05-07	Biological, mass spectrometry, absolute quantification, U2OS, Nuclear Pore Complex, 
PXD000691	Human Breast Cell Index	PRIDE	Homo sapiens 	LTQ Orbitrap	Cifani et al. (2015)	Peter James	2015-05-06	Biomedical, Human cell-lines breast cancer SILAC, 
PXD001443	Proteomics analysis of dorsal striatum reveals changes in synaptosomal proteins following ethamphetamine self-administration in rats	PRIDE	Oryctolagus cuniculus 	LTQ Orbitrap	Dataset with its publication pending	Lifeng Peng	2015-05-06	Biomedical, Biological, LC-MS/MS, Rat, Shotgun proteomics, Synaptosome, 
PXD001924	s54-dependent response to nitrogen limitation and virulence in Burkholderia cenocepacia H111	PRIDE	Burkholderia cenocepacia H111	LTQ Orbitrap Velos	Lardi et al. (2015)	Gabriella Pessi	2015-05-05	Burkholderia cepacia complex (Bcc), cystic fibrosis, biofilm, 
PXD001221	Targeting of non-phosphorylated lysosomal enzymes involves secretion and Lrp1-mediated recapture	PRIDE	Mus musculus 	LTQ Orbitrap Velos	Markmann et al. (2015)	Prof. Dr. Volkmar Gieselmann	2015-05-01	Biomedical, Biological, low density lipoprotein-related receptor/ lysosomal targeting/ mannose 6-phosphate/ receptor-mediated endocytosis/ sortilin, 
PXD001245	Functional proteomics identifies acinus L as a direct insulin- and amino acid-dependent mTORC1 substrate	PRIDE	Homo sapiens 	LTQ Orbitrap; LTQ FT	Schwarz et al. (2015)	Prof. Dr. Kathrin Thedieck	2015-04-28	Biomedical, human, mTOR, LC-MS, MS-based in vitro kinase assay, 
PXD001244	Functional proteomics identifies acinus L as a direct insulin- and amino acid-dependent mTORC1 substrate	PRIDE	Homo sapiens 	LTQ Orbitrap	Schwarz et al. (2015)	Prof. Dr. Kathrin Thedieck	2015-04-28	Biomedical, human, LC-MS, AP-MS, interactomics, mTOR, 
PXD000006	Identification of 15d-PGJ2 target proteins	PRIDE	Homo sapiens 	LTQ Orbitrap; instrument model: LTQ Orbitrap	Marcone & Fitzgerald (2013)		2015-04-27	Biomedical, 15d-PGJ2, covalent modification of proteins, endothelial cell, 
PXD000857	29RNP phosphorylation site	PRIDE	Rice(O. sativa)	LTQ Orbitrap	Lu et al. (2015)	Lu Qingtao	2015-04-27	Biological, 29RNP, phosphorylation site, 
PXD001168	29RNP kinase	PRIDE	Rice(O. sativa)	LTQ Orbitrap	Lu et al. (2015)	Lu Qingtao	2015-04-27	Biological, Oryza Sativa, chloroplast, Casein kinase 2, 
PXD002098	Super-SILAC Allows Classification of Diffuse Large B-cell Lymphoma Subtypes by Their Protein Expression Profiles	PRIDE	Homo sapiens 	LTQ Orbitrap Velos; Q Exactive	Deeb et al. (2012)	Matthias Mann	2015-04-24	Biomedical, lymphoma, super SILAC, classification, DLBCL, 
PXD000029	Combined proteomics and transcriptomics identifies carboxypeptidase B1 and NF-κB associated proteins as putative biomarkers of metastasis in low grade breast cancer	PRIDE	Homo sapiens 	LTQ Orbitrap Velos	Bouchal et al. (2015)	Pavel Bouchal	2015-04-23	Biomedical, Breast cancer, metastasis, low grade, biomarkers, cancer biology, gene expression, iTRAQ, mass spectrometry, Orbitrap FTMS, transcriptomics, Carboxypeptidase-B1, NF-B, 
PXD001864	S. cerevisiae subjected to prolonged heat stress of 37 ºC	PRIDE	Saccharomyces cerevisiae (Baker's yeast)	LTQ Orbitrap Velos	Tyagi & Pedrioli (2015)	Patrick G.A. Pedrioli	2015-04-23	SILAC. heat stress. proteomics, 
PXD001908	The fission yeast MTREC complex targets CUTs and unspliced mRNAs to the nuclear exosome	PRIDE	Schizosaccharomyces pombe	LTQ Orbitrap	Zhou et al. (2015)	Dr. Tamas Fischer	2015-04-22	Biological, ncRNA, CUTs, RNA decay, RNA surveillance, TRAMP, MTREC, splicing, 
