Dataset Identifier	Title	Repos	Species	Instrument	Publication	LabHead	Announce Date	Keywords
PXD010484	A complex containing lysine-acetylated actin inhibits the formin INF2	MassIVE	Mus musculus	Orbitrap Fusion	Mu A, Tak Shun Fung, Arminja N. Kettenbach, Rajarshi Chakrabarti, Henry Higgs. A complex containing lysine-acetylated actin inhibits the formin INF2. .	Arminja Kettenbach	2019-01-30	INF2, actin, FSGS, CMTD, DID, CAP, Ac-actin, HDAC6, autoinhibition, formin, 
PXD011569	13_honeys_proteomics	MassIVE	Apis mellifera	Orbitrap Fusion	no publication	Tomas Erban	2019-01-27	honey, honey proteins, 
PXD009031	UC_Severity_Multiomics	MassIVE	Homo sapiens, Bacteria	Orbitrap Fusion	no publication	Rob Knight	2019-01-10	Ulcerative Colitis, Metaproteomics, Quantitative Proteomics, 
PXD008159	JCVI_Syn3A	MassIVE	JCVI-syn3A	Orbitrap Fusion	no publication	Zan Luthey-Schulten	2018-12-17	Syn3A, Orbitrap Fusion, 
PXD011649	Monsterscript_reverse_transcriptase_comparison	MassIVE	Geobacillus stearothermophilus	Orbitrap Fusion	no publication	Wei Yan	2018-11-09	bst 3, monsterscript, 
PXD010203	Blood Proteomics	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	Kelly Frazer	2018-11-01	Blood, Fusion, Orbitrap, VTE, 
PXD010717	A cross-linking-aided mass spectrometry workflow reveals extensive intracellular trafficking in time-resolved, signal-dependent EGFR proteome 	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	Yi Wang	2018-10-30	EGFR, 
PXD010718	A cross-linking-aided PRM mass spectrometry for EGFR proteome 	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	Yi Wang	2018-10-30	EGFR, 
PXD009162	Clostridium_ljungdahlii_QProteomics	MassIVE	Clostridium ljungdahlii	Orbitrap Fusion	no publication	David Gonzalez	2018-10-27	Clostridium ljungdahlii, Quantitative Proteomics, TMT, 
PXD011476	Extended sialylated O-glycan repertoire of human urinary glycoproteins discovered and characterized using EThcD	MassIVE	Homo sapiens	instrument model: Thermo Scientific Orbitrap Fusion Lumos EASY-ETD	no publication	Zsuzsanna Darula	2018-10-25	Sialic acid O-acetylation, EThCD, Glycopeptides, Lectin Affinity Chromatography, 
PXD006784	Time-resolved Proteome and Metabolome Profiling of Normal Lung Development 	MassIVE	Mus musculus	Orbitrap Fusion; 6140 Quadrupole LC/MS	Moghieb et al. (2018)	Charles K. Ansong	2018-10-19	proteomics, lung development, 
PXD009269	MSP TMT Multiplexed protease profiling	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	Anthony O'Donoghue	2018-10-18	Multiplex substrate profiling, kinetics, TMT, Orbitrap, 
PXD010446	Sequential Fractionation Strategy Identifies Nine Missing Proteins in The Mitochondrial Proteome of Commonly Used Cell Lines	MassIVE	Homo sapiens	Orbitrap Fusion	Ronci et al. (2018)	Maurizio Ronci	2018-10-12	mt-HPP, missing proteins, mitochondrial proteome, protein fractionation, high-density datasets, 
PXD011260	Excreted-Secreted Proteins from activated infective junveiles of the entomopathogenic nematode Steinernema feltiae	MassIVE	Steinernema feltiae	Orbitrap Fusion	no publication	Adler R. Dillman	2018-10-03	entomopathogenic nematode, infective juvenile, venom, excreted-secreted products, ESPs, 
PXD011272	Excreted-Secreted Proteins from non-activated/naive infective junveiles of the entomopathogenic nematode Steinernema feltiae	MassIVE	Steinernema feltiae	Orbitrap Fusion	no publication	Adler R. Dillman	2018-10-03	entomopathogenic nematode, infective juvenile, excreted-secreted products, ESPs, venom, 
PXD009486	Hemocyanin facilitates lignocellulose digestion by marine wood-boring crustaceans	MassIVE	Limnoria tripunctata	Orbitrap Fusion	no publication	Simon McQueen-Mason	2018-10-03	Limnoria tripunctata, marine, woodborer, lignocellulose, digestion, 
PXD007746	Proteome Plasticity in Drosophila Hybrids	MassIVE	Drosophila melanogaster, Drosophila simulans	Orbitrap Fusion	no publication	John R. Yates III	2018-09-26	ProteinClusterQuant, Drosophila development, quantitative proteomics, isobaric isotopologue labeling, 
PXD006902	Quantitative chemical proteomic profiling of phosphoprotein phosphatases	MassIVE	Homo sapiens, Mus musculus, Neurospora crassa, Candida albicans, Saccharomyces cerevisiae, Schizosaccharomyces pombe	instrument model: Q Exactive Plus; Orbitrap Fusion	Lyons et al. (2018)	Arminja Kettenbach	2018-09-24	PPP, phosphoprotein phosphatases, PPPome, quantitative, proteomics, human cancer cell lines, A172, T47D, MCF7, SKBR3, expression, interaction, 
PXD008810	Grimsey_Trejo_Phospho	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	Joann Trejo	2018-09-20	Phospho proteome GPCR NEDD4-2 p38, 
PXD008560	gpGrouper: A Peptide Grouping and Quantification Algorithm	MassIVE	Homo sapiens, Mus musculus	Orbitrap Fusion	no publication	Anna Malovannaya	2018-08-13	profiling, informatics, peptide-grouping, 
PXD010731	MassIVE MSV000082807	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	linlin	2018-08-09	urine, proteome profiling, sample preparation, data independent acquisition, mass spectrometry, 
PXD007939	PROTEOME: Quantitative SUMO proteomics reveals the modulation of several PML nuclear body associated proteins and an anti-senescence function of UBC9	MassIVE	Homo sapiens	Q Exactive; LTQ Orbitrap Elite; Orbitrap Fusion	no publication	Pierre Thibault	2018-07-31	SUMO, Senescence, 
PXD009547	A novel differential ion mobility interface expands the depth of proteome coverage and the sensitivity of multiplex proteomic measurements	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	Pierre Thibault	2018-07-31	High field asymmetric waveform ion mobility spectrometry (FAIMS), quantitative proteomics, isobaric peptide labeling, tandem mass tag (TMT), heat shock, 
PXD007736	Critical Period Inhibition of NKCC1 Rectifies Synapse Development and Restores Adult Tactile Response Maps in Fragile X Mice	MassIVE	Mus musculus	Orbitrap Fusion	no publication	Jeffrey N. Savas, PhD	2018-07-10	FXS, Fragile X, Critical Period, Bumetanide, 
PXD010366	Selective Permeability of Mouse Blood-Aqueous Barrier as Determined by 15N-Heavy Isotope Tracing and Mass Spectrometry	MassIVE	Mus musculus	Orbitrap Fusion	no publication	Jing Jin	2018-07-10	blood-aqueous barrier, blood-ocular barrier, proteomics, stable-isotope labeling in mammals (SILAM), complement system, age-related macular degeneration (AMD), 
PXD010346	Proteomics reveals localization of cuticular proteins in Anopheles gambiae	MassIVE	Anopheles gambiae	Orbitrap Fusion	no publication	Dr. Judith H. Willis	2018-07-09	Probosces, Palps, Trachea, Larvae, 
PXD010026	Classification of Single Particles from Human Cell Extract Reveals Distinct Structures	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	David Taylor	2018-06-28	HEK293T, shotgun-EM, 
PXD008188	West Amesbury Farm Proteomic Analysis of Dental Calculus	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	Camilla Speller	2018-06-07	ancient proteins, Dental Calculus, shotgun proteomics, 
PXD009263	(3S)-Lysyl hydroxylation of TRAFAC GTPases is catalyzed by the 1 Jumonji-C oxygenase JMJD7	MassIVE	Homo sapiens	Orbitrap Fusion ETD	no publication	Mathew Coleman	2018-05-21	JMJD7, Hydroxylation, 
PXD009187	Myers_GLoPro_NatureMethods_2018	MassIVE	Homo sapiens	instrument model: Q-Exactive Plus; instrument model: Orbitrap Fusion Lumos	no publication	Steven A. Carr	2018-05-07	GLoPro, genomic locus proteomics, Caspex, 
PXD009545	Alcohol-driven changes in fetal cerebral artery proteome	MassIVE	Papio	Orbitrap Fusion	no publication	Anna Bukiya	2018-04-21	Fetal alcohol spectrum disorders, Prenatal alcohol exposure, Binge drinking, Alcohol in utero, Maternal drinking, 
PXD009533	CDK12 regulates DNA damage response genes through suppression of premature cleavage and polyadenylation	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	Scott Gerber	2018-04-18	Cyclin-dependent kinase, CDK, CDK12, CDK13, DNA damage, premature cleavage, polyadenylation, THZ5317, transcription, phosphorylation, SILAC, phosphoproteomics, 
PXD008558	Cumulative phosphorylation of SNIPPs as a function of homeostatic sleep need	MassIVE	Mus musculus	Orbitrap Fusion	no publication	Qinghua Liu	2018-04-13	sleep, mouse, brain, proteome, phosphoproteome, 
PXD007730	interferon-induced global cellular SUMOylation Changes	MassIVE	Homo sapiens	Orbitrap Fusion ETD	no publication	Pierre Thibault	2018-04-11	SUMO, Interferon alpha, PML, UBC9, 
PXD008658	Proteomic analysis of trachea and midgut from larvae of Drosophila melanogaster	MassIVE	Drosophila melanogaster	Orbitrap Fusion	Sabbadin et al. (2018)	Simon J. McQueen-Mason	2018-03-14	Proteomics, Enzymes, Polysaccharides, Drosophila melanogaster, Trachea, Midgut, 
PXD007248	Blood from GAS- and mock-infected mice	MassIVE	Mus musculus, Streptococcus pyogenes	Orbitrap Fusion	no publication	David Gonzalez	2018-03-09	Orbitrap Fusion, TMT, Proteomics, GAS, Group A Strep, Blood, 
PXD007213	Defining Host Responses During Systemic Bacterial Infection Through Construction of a Murine Organ Proteome Atlas	MassIVE	Mus musculus, Streptococcus pyogenes	Orbitrap Fusion	no publication	David Gonzalez	2018-03-09	quantitative multiplexed proteomics, systemic infection, Group A Streptococcus, Orbitrap Fusion, Tandem Mass Tags, mass spectrometry, 
PXD006623	Standardization of mitochondrial proteomics	MassIVE	Homo sapiens	maXis 4G; impact; Synapt G2-S HDMS; TripleTOF 5600; LTQ Orbitrap Velos; Orbitrap Fusion; LTQ Orbitrap XL	no publication	Maurizio Ronci	2018-02-28	Mt-HPP, Mitochondria enrichment protocol, human cell lines, orbitrap, qtof, high resolution, 
PXD008985	Mass-spectrometry of single mammalian cells quantifies proteome heterogeneity during cell differentiation	MassIVE	Homo sapiens, Mus musculus	LTQ Orbitrap Elite; Orbitrap Fusion	Budnik B., Levy E., Harmange G., Slavov N. Mass-spectrometry of single mammalian cells quantifies proteome heterogeneity during cell differentiation. https://doi.org/10.1101/102681.	Nikolai Slavov	2018-02-19	stem cells, cancer, single cell, low input, TMT, 
PXD008117	Proteomic analysis reveals multiple targets of tankyrase-mediated degradation 	MassIVE	Homo sapiens	Orbitrap Fusion ETD	no publication	Beatrix Ueberheide	2017-11-29	TMT, Fractions, HEK 293T, , 
PXD008268	FGF-WNT omic correlation project	MassIVE	Mus musculus	Q Exactive; Orbitrap Fusion	no publication	Jeffrey M Rosen	2017-11-22	WNT pathway, 
PXD007166	nextPP for chromosome-based proteomic research using neXtProt and GENCODE databases	MassIVE	Homo sapiens	LTQ Orbitrap; LTQ Orbitrap Elite; Orbitrap Fusion	Hwang et al. (2017); Hwang et al. (2015); ...	Jong Shin Yoo	2017-11-03	C-HPP, alternative splicing variant, single amino acid variant, 
PXD005595	Alzheimer's disease proteomics	MassIVE	Mus musculus	LTQ Orbitrap Velos; LTQ Orbitrap Elite; Orbitrap Fusion	no publication	Jeffrey N. Savas, PhD	2017-10-23	Alzheimer's disease, quantitative proteomics, proteostasis, amyloid, synapses, 
PXD007053	Standardization of mitochondrial proteomics v2 NP	MassIVE	Homo sapiens	maXis 4G; impact; Synapt G2-S HDMS; TripleTOF 5600; LTQ Orbitrap Velos; Orbitrap Fusion; LTQ Orbitrap XL	Alberio et al. (2017)	Maurizio Ronci	2017-09-18	Mt-HPP, Mitochondria enrichment protocol, human cell lines, orbitrap, qtof, high resolution, 
PXD005930	Biomimetic Virulomics	MassIVE	Homo sapiens, Streptococcus pyogenes M1 GAS, Mus musculus, Bos taurus, Schistosoma mansoni	Orbitrap Fusion	no publication	David Gonzalez, Ph.D	2017-09-10	Biomimetics, Virulomics, Group a strep, s. mansoni, quantitative proteomics, affinity proteomics, affinity enrichment, 
PXD006398	Profiling Endogenous SUMO and Ub Modifications Side-by-Side under Native Conditions	MassIVE	Homo sapiens, Mus musculus	LTQ Orbitrap Velos; LTQ Orbitrap Elite; Orbitrap Fusion; Q Exactive	no publication	Elizabeth Komives	2017-08-23	SUMO, SUMO remnant, Ubiquitin, KGG, digly, SUMO profiling, MG132, wAlp, wild type alphalytic protease , 
PXD006782	Mechanisms connecting the conserved protein kinases Kin1, Pom1, and Ssp1 in fission yeast cell polarity and division	MassIVE	Schizosaccharomyces pombe	instrument model: Q Exactive Plus; Orbitrap Fusion	no publication	Arminja Kettenbach	2017-06-22	Kin1, Pom1, Ssp1, MARK/PAR1, cell polarity, cytokinesis, protein kinase, phosphoproteomics, 
PXD006230	Proteomics and Phosphoproteomics of an Inducible HIV 	MassIVE	Homo sapiens, HIV-1 unknown group	Orbitrap Fusion	; ...	David Gonzalez	2017-06-13	HIV, Jurkat, TMT, Proteomics, 
PXD006628	LINE-1 and the cell cycle: protein localization and functional dynamics	MassIVE	Homo sapiens	instrument model: Orbitrap Fusion Lumos	no publication	Jef D. Boeke	2017-05-31	ORF1 Interactors, LINE-1, retrotransposon, retrotransposition, ORF1p, ORF2p, , 
PXD006629	Mitochondrial H+-ATP synthase in human skeletal muscle: contribution to dyslipidemia and insulin resistance	MassIVE	Homo sapiens	Orbitrap Fusion	no publication	Laura Formentini	2017-05-30	mitochondria, insulin resistance, ATP synthase, 
PXD006346	Porcine Urothelium Peptide analysis	MassIVE	Porcine	Orbitrap Fusion	Dataset with its publication pending	Jane Thomas-Oates	2017-04-20	Porcine, 
PXD006228	Distribution of Cuticular Proteins in Different Structures of Adult Anopheles Gambiae	MassIVE	Anopheles gambiae	LTQ; Orbitrap Fusion; LTQ Orbitrap Elite	Dataset with its publication pending	Dr. Judith H. Willis	2017-04-03	Anopheles Gambiae, Structures, LC-MS/MS, Cuticlar Protein, 
PXD005250	Secreted proteins from activated infective juveniles of the entomopathogenic nematode Steinernema capocapsae	MassIVE	Steinernema carpocapsae	Orbitrap Fusion ETD	Dataset with its publication pending	Adler R. Dillman	2017-03-22	entomopathogenic nematodes, Steinernema carpocapsae, venom, excretory-secretory products, infective juvenile, 
PXD006150	Trans-kingdom mimicry underlies ribosome customization by a poxvirus kinase	MassIVE	Homo sapiens	Orbitrap Fusion	Dataset with its publication pending	Jeffrey N. Savas, PhD	2017-03-21	ribosome, poxvirus, RACK1, 
PXD005983	Properties of the Cuticular Proteins of Anopheles Gambiae as Revealed by Serial Extraction of Adults	MassIVE	Anopheles gambiae	Orbitrap Fusion; LTQ Orbitrap Elite	Dataset with its publication pending		2017-02-28	cuticular proteins, anopheles gambiae, Serial Extraction, mosquito, LC-MS/MS, chitin, 
PXD003904	Application of 193 nm UVPD for phosphoproteomic analysis of HeLa and HCC70	MassIVE	Homo sapiens	Orbitrap Fusion ETD	Robinson et al. (2016)		2017-02-23	Phosphoproteomics, UVPD, HCD, HeLa, HCC70, 
PXD004676	Cellular ADP-ribosylome characterization with HCD and EThcD	MassIVE	Homo sapiens	Orbitrap Fusion	Bilan et al. (2017)	Prof. Michael O.Hottiger	2017-01-04	ADP-ribosylome, EThcD, HCD, Product dependent method, 
PXD004210	Inner ear hair cell proteome	MassIVE	Mus musculus	LTQ Orbitrap Elite; Orbitrap Fusion; LTQ Velos	Dataset with its publication pending		2017-01-04	Inner ear, cochlea, hair cell, HC, 
PXD005626	Parkinson's disease mouse brain proteome profiling	MassIVE	Mus musculus	Orbitrap Fusion	Dataset with its publication pending		2016-12-26	Parkinson's Disease, Mouse brain, Protein profiling, 
PXD005618	C elegans Proteomics	MassIVE	Caenorhabditis elegans, Homo sapiens	Orbitrap Fusion ETD	Dataset with its publication pending		2016-12-21	c Elegans, SILAC, Label-free, Proteomics, 
PXD005199	Phosphoproteomics of FGF signaling in Chrondrocytes	MassIVE	Rattus norvegicus	Orbitrap Fusion ETD; Q Exactive	Dataset with its publication pending	Beatrix Ueberheide	2016-10-21	FGF, phosphorylation, chrondocytes, 
PXD004093	Comparison of TMT6plex MS3 IT vs OT	MassIVE	Saccharomyces cerevisiae	Orbitrap Fusion ETD	Dataset with its publication pending	Sonja Hess	2016-09-29	SPS, TMT, iTRAQ, 
PXD003322	Heterogeneity of HER2 expression in circulating breast cancer cells identifies functionally distinct populations	MassIVE	Homo sapiens	Orbitrap Fusion	Dataset with its publication pending	Daniel Haber	2016-08-05	Muliplexed proteomics, circulating tumor cells , 
PXD003389	Vartanian et al. 2015 raw data	MassIVE	Homo sapiens	Orbitrap Fusion	Dataset with its publication pending	David Stokoe	2015-12-28	CETSA, Nrf2, Brusatol, Proteomics, TMT, 
PXD003184	Identifying Predictors Of Taxane-Induced Peripheral Neuropathy Using Mass Spectrometry-based Proteomics Technology	MassIVE	Homo sapiens	Orbitrap Fusion ETD	Dataset with its publication pending	Chen EI	2015-11-12	Chemotherapy-induced peripheral neuropathy, Biomarkers, 
PXD002609	Quantitative Phosphoproteomics reveals new roles for PP6 in chromosome condensation and segregation	MassIVE	Homo sapiens	Orbitrap Fusion; instrument model: Q Exactive Plus	Dataset with its publication pending	Arminja Kettenbach	2015-09-22	Mitosis, Protein Phosphatase 6, PP6, Phosphoproteomics, 
PXD017507	KT01: The Bartonella autotransporter BafA mimics host VEGF to drive angiogenesis	jPOST	Bartonella henselae str. Houston-1	Orbitrap Fusion ETD	Tsukamoto et al. (2020)	Kentaro Tsukamoto	2021-02-04	Bartonella, Autotransporter, BafA, Angiogenesis, VEGF signaling, Bacillary angiomatosis, 
PXD011941	50_100uM_DSBU_XL-MS_PHB2(V1)-Myc_HEK293	jPOST	Homo sapiens 	Q Exactive Plus; Orbitrap Fusion Lumos	Yoshinaka et al. (2019)	Hidetaka Kosako	2021-02-04	cross-linking mass spectrometry, 
PXD007930	Whole-cell proteome of Thermosulfidibacter takaii strain ABI70S6	jPOST	Thermosulfidibacter takaii strain ABI70S6	Orbitrap Fusion	Dataset with its publication pending	Takuro Nunoura	2021-02-04	whole-cell proteome, bacteria, 
PXD018354	KT01_b: The Bartonella autotransporter BafA mimics host VEGF to drive angiogenesis. Wild type.	jPOST	Bartonella henselae str. Houston-1	Orbitrap Fusion ETD	Tsukamoto et al. (2020)	Kentaro Tsukamoto	2021-02-04	Bartonella, Autotransporter, BafA, Angiogenesis, VEGF signaling, Bacillary angiomatosis, 
PXD006585	Proteome profiling of an isogenic CAG allelic panel of Huntington disease hESCs and NPCs	jPOST	Homo sapiens 	Orbitrap Fusion	Ooi et al. (2019)	Mahmoud A. Pouladi	2021-02-04	hESC, Huntington Disease, NPC , 
PXD010551	Protein N-terminal peptide enrichment	jPOST	Homo sapiens , Escherichia coli	TripleTOF 5600; Orbitrap Fusion Lumos	Chang et al. (2020)	Yasushi Ishihama	2021-02-04	N-terminomics, Tryp-N, SCX, CHAMP, HEK293T, E. coli, 
PXD004904	Rapid High-pH Reverse Phase StageTip for Sensitive Small-Scale Membrane Proteomic Profiling	jPOST	Homo sapiens 	Orbitrap Fusion	Dimayacyac-Esleta et al. (2015)	Baby Rorielyn T. Dimayacyac-Esleta and Yu-Ju Chen	2021-02-04	Membrane Proteomic, Rapid High-pH Reverse Phase StageTip, 
